,Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
2522,Extinction,Yes,2018-07-27,7900000,56448.0,5.8,"['Action', 'Drama', 'Sci-Fi']","reference to stephen hawking,invasion,massacre,electromagnetic pulse,gunfight","A father has a recurring dream of losing his family. His nightmare turns into reality when the planet is invaded by a force bent on destruction. Fighting for their lives, he comes to realize an unknown strength to keep them safe f..."
2524,Gigantosaurus: Season 2,No,,7900000,,,,,
2526,Greenhouse Academy: Season 1,Yes,2017-09-08,7900000,6780.0,6.6,"['Drama', 'Family', 'Mystery']","astronaut,school","Almost a year after their astronaut mother&apos;s tragic death, brother and sister Alex and Hayley Woods start to attend an elite boarding school for future leaders, but they soon realize that that everything is not as it seems."
2527,In Good Hands // Sen Yaşamaya Bak,Yes,2022-03-21,7900000,,,"['Short', 'Thriller']",,"In search of his honor, a shamed police officer tracks two street kids after he witnesses them commit petty larceny."
2528,Into the Night: Season 1,Yes,2020-05-01,7900000,13353.0,6.4,"['Action', 'Comedy', 'Crime']","airport,chase,cameo appearance,beach,adulterous wife",
2531,The Girl in the Mirror: Season 1 // Alma: Temporada 1,Yes,2022-08-19,7900000,95.0,3.9,"['Horror', 'Thriller']",house,
2533,The Playing Card Killer: Limited Series // Baraja: La firma del asesino: Miniserie,No,2023-06-09,7900000,757.0,6.2,"['Documentary', 'Crime', 'History']","tv mini series,2000s,year 2003,timeframe 2000s,true crime",A playing card left at a murder scene connects a string of killings in this docuseries tracking a notorious serial killer who terrorized Spain in 2003.
2534,The Ranch: Part 8,Yes,2020-01-24,7900000,42291.0,4.5,"['Adventure', 'Horror', 'Thriller']","friday the thirteenth,manhattan new york city,boat,hockey mask,anchor","Jason Voorhees is accidentally awakened from his watery grave, and he ends up stalking a ship full of graduating high school students headed to Manhattan, NY."
2535,The Silent Sea: Season 1 // 고요의 바다: 시즌 1,Yes,2021-12-24,7900000,,,['Short'],,A group of nine people (three women and six men) are seen standing close together as they undergo a wave of intense emotion that threatens to overwhelm them. Color video on LCD flat panel mounted on wall.
2536,Above Suspicion (2019),No,,7800000,8174.0,5.7,"['Action', 'Biography', 'Crime']","sex scene,murder,drugs,cheating,pikeville kentucky",The true-crime story leading to the first-ever conviction of an F.B.I. Agent for murder.
2537,Always Be My Maybe,Yes,2019-05-31,7800000,61464.0,6.8,"['Comedy', 'Romance']","asian man black woman relationship,celebrity,cooking,reference to john wick,reference to movie speed","Everyone assumed that Sasha and Marcus would wind up together, except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder--maybe?"
2539,Arrested Development: Season 4 Remix: Fateful Consequences,No,2018-05-03,7800000,,,,,
2540,BoJack Horseman: Season 5,Yes,2018-09-14,7800000,,,['Comedy'],,Drake analyses the sad horse show.
2541,Captain Phillips,No,,7800000,484741.0,7.8,"['Action', 'Biography', 'Crime']","ship,hostage,hijacking,somalia,lifeboat","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
2544,Fear Street Part 1: 1994,Yes,2021-07-02,7800000,91744.0,6.2,"['Drama', 'Horror', 'Mystery']","lesbian character,witch,year 1994,ex girlfriend ex girlfriend relationship,murder",A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.
2545,Good Will Hunting,No,,7800000,1034305.0,8.3,"['Drama', 'Romance']","professor,genius,mathematical genius,loss of wife,friend","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life."
2546,Heart Signal: Season 4 // 하트시그널: 시즌4,No,,7800000,,,,,
2547,Hellhole // Ostatnia wieczerza,Yes,2022-10-26,7800000,7370.0,5.8,"['Horror', 'Mystery']","1980s,year 1987,monastery,monk,exorcism",
2548,Hereditary,No,,7800000,363572.0,7.3,"['Drama', 'Horror', 'Mystery']","anaphylaxis,decapitation,miniature art,psychological horror,cult",
2549,Léon: The Professional,No,,7800000,1221513.0,8.5,"['Action', 'Crime', 'Drama']","hitman,killer child,revenge,loss of family,assassin",
2550,Mako Mermaids: An H2O Adventure: Season 3,No,2015-05-29,7800000,4545.0,6.8,"['Adventure', 'Comedy', 'Drama']","supernatural power,human mermaid relationship,falling in love with a mermaid,pretty girl,australian","A young man is magically turned a merman, and discovers his underwater origins, after he comes in contact with the magic waters at the mysterious Mako Island guarded by a trio of mermaids."
2552,Numberblocks: Season 6,No,,7800000,,,,,
2553,Revolutionary Love: Season 1 // 변혁의 사랑: 시즌1,Yes,,7800000,22.0,8.5,['Short'],,
2554,Safe House (2012),No,,7800000,,,,,
2556,Teenage Bounty Hunters: Season 1,Yes,2020-08-14,7800000,,,"['Documentary', 'Short']","year 1949,1940s,20th century",
2557,The Last Empress // 황후의 품격,No,,7800000,112.0,6.4,"['Drama', 'History']","f rated,china",The tragic life of the last empress Wan Rong in imperial palace.
2559,The Main Event,Yes,2020-04-10,7800000,3177.0,5.5,"['Comedy', 'Romance', 'Sport']","boxing sport,sex scene,parody comedy,executive,washed up boxer",A bankrupt entrepreneur attempts to recoup some of her losses by getting a washed-out boxer she picked up as a tax loss back into the ring - an idea her protégé isn&apos;t fond of.
2560,Train to Busan // 부산행,No,,7800000,247550.0,7.6,"['Action', 'Horror', 'Thriller']","train,zombie,father daughter relationship,survival,zombie apocalypse","While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan."
2561,Unit 42: Season 1 // Unité 42: Saison 1,No,2019-06-14,7800000,8.0,9.4,"['Short', 'Drama']",,A behind the scenes look at Season 12 of Criminal Minds.
2563,Young Royals: Season 2,Yes,2022-11-01,7800000,10.0,7.7,['Sport'],"year in title,2010s,1990s,2000s,number in title",A review of Arsenal&apos;s 2006/2007 football season.
2564,Afterlife of the Party,Yes,2021-09-02,7700000,10353.0,5.8,"['Comedy', 'Drama', 'Fantasy']","party,birthday,joke,friend,girl","During her birthday week, a young female party planner unfortunately dies. Now she must assist a specific selection of people who were in her life in order to move herself to the Above (or Heaven)."
2565,Black and Blue (2019),No,,7700000,26000.0,6.4,"['Action', 'Thriller']","color in title,rookie cop,african american,black cop,police officer",
2566,Brainchild: Season 1,Yes,2018-11-02,7700000,,,,,
2567,Country Comfort: Season 1,Yes,2021-03-19,7700000,208.0,5.4,"['Family', 'Musical', 'Animation']","spanking,garden,cartoon rabbit,vegetable patch,playing hooky",
2569,Go Karts,Yes,2020-03-13,7700000,3506.0,5.9,"['Family', 'Sport']","small town,go kart,single mother,championship,racing",A thrilling family film about a boy who must overcome tremendous odds and his own recklessness to achieve his dream of winning the National Go Kart Championship.
2570,Homemade Love Story // 오! 삼광빌라!,No,,7700000,55.0,7.5,"['Comedy', 'Drama', 'Romance']",,Three families live under one roof at a boarding house called Samkwang Villa. Soon Jung&apos;s family lives a pure and simple life and doesn&apos;t have a lot of money. Jung Ho&apos;s family is rich but is far from peaceful. Jung Won&apos;s family lo...
2571,I Care a Lot,No,2021-02-19,7700000,142135.0,6.4,"['Comedy', 'Crime', 'Drama']","elder abuse,judge,safety deposit box,drugged,disguise",
2573,Justice League: Season 1,No,,7700000,,,"['Animation', 'Action', 'Adventure']","dc comics,based on comic book,justice league,multiverse,part of trilogy","The Anti-Monitor (the Monitor&apos;s evil counterpart) is released in the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse, but is murdered."
2574,KENGAN ASHURA: Part l // ケンガンアシュラ: シーズン1: パートI,Yes,2019-07-31,7700000,6353.0,8.0,"['Animation', 'Action', 'Sport']","fight,blood,father,wrestling,challenge","A timid old man is summoned by his chairman to become the manager of Tokita Ohma, a highly skilled gladiator who only cares about fighting and winning in the Kengan matches."
2575,Knightfall: Season 1,No,,7700000,,,,,
2576,Little Lunch: Season 1,No,,7700000,2005.0,7.5,"['Animation', 'Short', 'Adventure']","rabbit,wolf,big bad wolf character,bugs bunny character,little red riding hood character",
2577,Love O2O: Season 1 // 微微一笑很傾城: 第 1 季 // 微微一笑很倾城: 第 1 季,No,,7700000,22.0,8.5,['Short'],,
2578,Making a Murderer: Part 1,Yes,2015-12-18,7700000,,,"['Action', 'Adventure', 'Drama']","planet,moon,space,galaxy,young","When a peaceful settlement on the edge of a distant moon finds itself threatened by the armies of a tyrannical ruling force, a mysterious stranger living among its villagers becomes their best hope for survival."
2580,My Golden Kids: 2023 // 금쪽같은 내새끼: 2023,No,,7700000,,,,,
2581,My Shy Boss: Season 1 // 내성적인 보스: 시즌1,Yes,,7700000,194.0,6.2,"['Family', 'Musical', 'Animation']","half dressed cartoon animal,barefoot cartoon animal,dancing,cigar smoking,fedora","Peter Rabbit tries to stop his little brother, Elmer, from crying but nothing seems to work, until he gets tired of listening to it and leaves the house leaving the baby alone. Elmer is kidnapped by a weasel so Peter goes to rescu..."
2582,R.I.P.D. 2: Rise of the Damned,No,,7700000,5123.0,4.6,"['Action', 'Adventure', 'Comedy']","sheriff,outlaw gang,rest in peace,shootout,recruiting","Recruited by the R.I.P.D., a resurrected sheriff returns to Earth to save humanity from a gateway to hell."
2583,School of Chocolate: Season 1,Yes,2021-11-26,7700000,11869.0,8.4,['Short'],,
2584,Sense8: Season 2,Yes,2016-12-23,7700000,103828.0,6.1,"['Animation', 'Adventure', 'Comedy']","title written by female,title written by male,slimehouse,porcupine,buddy movie",
2587,That Time I Got Reincarnated as a Slime: Season 2 // 転生したらスライムだった件: 第2期,No,,7700000,1521.0,6.9,"['Animation', 'Action', 'Adventure']","world,killer,anime animation,isekai,slime","Corporate worker Mikami is stabbed by a random killer, is reborn to an alternate world. But he is reborn as a slime. He is Thrown into this new world with the name Rimuru, he begins his quest to create a world that&apos;s welcoming to ..."
2588,The Circle: Season 1,Yes,2020-01-01,7700000,11869.0,8.4,['Short'],,
2589,The Perfect Family // La familia perfecta,No,2022-05-11,7700000,1589.0,5.6,"['Comedy', 'Drama']","mother,catholic,dinner,church,father daughter relationship","A devoutly Catholic wife and mother has been nominated for one of the church&apos;s top awards. She then goes about trying to prove she has the perfect family, refusing to accept them for who they are."
2590,The Worst Witch: Season 4,Yes,2020-10-01,7700000,97277.0,5.4,"['Action', 'Adventure', 'Fantasy']","middle ages,14th century,knight,monk,witch","14th-century knights transport a suspected witch to a monastery, where monks deduce that her powers could be the source of the Black Plague."
2591,Trailer Park Boys: Season 8,Yes,2014-09-04,7700000,3898.0,7.9,['Comedy'],"trailer park,killing a pet,dark comedy,reference to reveen,reference to patrick swayze",Two petty felons have a documentary made about their life in a trailer park.
2592,Triple 9,No,,7700000,75908.0,6.3,"['Action', 'Crime', 'Thriller']","heist,corrupt cop,betrayal,police detective,two word title",A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.
2593,Unsolved Mysteries: Volume 2,Yes,2020-10-19,7700000,90.0,7.2,['Documentary'],,
2594,War of Trap: Season 1 // 罠の戦争: シーズン1,No,,7700000,3287.0,6.4,"['Action', 'Drama', 'History']","djibouti,bus,sniper,french history,french foreign legion","In February 1976 in Djibouti, a school bus was taken hostage at the Somali border. The GIGN is sent on the spot. After 30 hours of tension, a rescue operation is organized."
2595,Wolf: Season 1 // BÖRÜ: 1. Sezon,No,2018-12-21,7700000,179.0,6.5,"['Animation', 'Family', 'Short']","surrealism,wolf in sheep&apos;s clothing,talking dog,snorting,sheepdog",A flock of sheep is being watched by a sheepdog. A hungry wolf tries to disguise himself.
2596,World's Most Wanted: Season 1,Yes,2020-08-05,7700000,155.0,6.4,['Documentary'],,"This video feature shows highlights from the first season on the Survivor television show. Each castaway is featured in the order they were voted off, starting with clips from their auditions to the time they give their final rema..."
2597,A Series of Unfortunate Events: Season 3,Yes,2019-01-01,7600000,218286.0,6.8,"['Adventure', 'Comedy', 'Family']","steampunk,children,dark comedy,orphan,uncle niece relationship","When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents&apos; vast fortune."
2599,Chambers: Season 1,Yes,2019-04-26,7600000,,,"['Documentary', 'Short']",,
2600,Closer (2004),No,,7600000,232614.0,7.2,"['Drama', 'Romance']","love triangle,adultery,pubic hair,dysfunctional marriage,female nudity",The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.
2601,Floor Is Lava: Season 2,Yes,2022-06-03,7600000,79.0,6.1,"['Short', 'Comedy']","floor is lava game,lava",
2602,Ghosts of the Abyss,No,,7600000,6296.0,6.8,"['Documentary', 'Family']","underwater scene,timeframe 1990s,director,titanic,shipwreck",
2603,Girlboss: Season 1,Yes,2017-04-21,7600000,,,,,
2604,In the Tall Grass,Yes,2019-10-04,7600000,63084.0,5.5,"['Horror', 'Mystery', 'Sci-Fi']","brother sister relationship,field,overhead camera shot,pregnancy,brother in love with sister",
2605,Indian Matchmaking: Season 1,Yes,2020-07-16,7600000,4351.0,6.3,"['Documentary', 'Family', 'News']","matchmaking,arranged marriage,marriage,reference to india,parent child relationship",
