,Title,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Release Year,Release Month,Release Day,Available Globally
3098,Pokémon Journeys: The Series: Part 1,2020-06-12 00:00:00,6100000,131197,5.7,"['Action', 'Adventure', 'Mystery']","based on young adult novel,dystopia,tough girl,surveillance,based on novel","After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them.",2020,6,Friday,No
3099,Snowflake Mountain: Season 1,2022-06-22 00:00:00,6100000,258,5.5,"['Animation', 'Short', 'Comedy']","merrie melodies,celebrity caricature,ukulele,edward g. robinson spoof,1930s","The magazines and books in a drugstore come to life and sing the title song, among others. Some celebrities shown: Will Rogers, Sonja Henie, Kay Kyser; like most of this genre, there&apos;s an extended crime sequence, with bad guys bre...",2022,6,Wednesday,Yes
3100,The Dictator,0,6100000,328482,6.4,['Comedy'],"overalls,masturbation reference,overhearing masturbation,matronizing,hypocritical woman",The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,0,0,Unknown,No
3101,The Nice Guys,0,6100000,360910,7.4,"['Action', 'Comedy', 'Crime']","neo noir,investigation,falling asleep while driving,falling off a balcony,los angeles california","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",0,0,Unknown,No
3104,Too Old for Fairy Tales // Za duży na bajki,2022-07-18 00:00:00,6100000,1557,6.2,"['Comedy', 'Family']","life,computer,mother","The life of Waldek is filled mainly with computer games. When his mother needs to go away for a while, he stays under the care of a crazy and unpredictable aunt, who introduces him to discipline and new duties.",2022,7,Monday,Yes
3105,Trailer Park Boys: Season 11,2017-03-31 00:00:00,6100000,3898,7.9,['Comedy'],"trailer park,killing a pet,dark comedy,reference to reveen,reference to patrick swayze",Two petty felons have a documentary made about their life in a trailer park.,2017,3,Friday,Yes
3106,Wedding Crashers,0,6100000,371013,7.0,"['Comedy', 'Romance']","female rear nudity,divorce,breasts,lingerie,female removes her clothes","John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.",0,0,Unknown,No
3107,A Whisker Away // 泣きたい私は猫をかぶる,2020-06-18 00:00:00,6000000,13063,6.7,"['Animation', 'Adventure', 'Drama']","love,cat,transformation,pottery,school","Miyo Sasaki is in love with her classmate Kento Hinode and tries repeatedly to get Kento&apos;s attention by transforming into a cat, but at some point, the boundary between herself and the cat becomes ambiguous.",2020,6,Thursday,Yes
3108,Barbie Epic Road Trip,2022-10-25 00:00:00,6000000,103,7.2,"['Animation', 'Short', 'Comedy']",unknown,"Barbie Malibu Roberts, Barbie Brooklyn Roberts, Skipper, and Ken go on a cross country road trip to deliver puppies to their perfect homes while also getting to New York to audition to be backup dancers for a famous singer.",2022,10,Tuesday,Yes
3109,Beckett,2021-08-13 00:00:00,6000000,27962,5.7,"['Action', 'Crime', 'Drama']","vacation gone wrong,conspiracy,trap,murder,tragic event","Following a tragic car accident in Greece, an American tourist finds himself at the center of a dangerous political conspiracy and on the run for his life.",2021,8,Friday,Yes
3111,Brotherhood: Season 2 // Irmandade: Temporada 2,2022-05-11 00:00:00,6000000,117,5.4,"['Action', 'Adventure', 'Family']","sonic the hedgehog,sonic the hedgehog character,nintendo ds,nintendo exclusive,knuckles the echidna character","After the apparent death of Dr. Robotnik, Sonic and friends part ways for two years until Knuckles is kidnapped by a mysterious organization.",2022,5,Wednesday,Yes
3113,DJ Cinderella // Cinderela Pop,2019-06-14 00:00:00,6000000,1266,4.6,"['Family', 'Music', 'Romance']",brazilian romcom,"After her parents divorce, Cintia moves to her aunt Helena and begins to dream of becoming a DJ. When matters of the heart will stand between her and her objectives, Cintia&apos;s career will take an unexpected turn.",2019,6,Friday,Yes
3115,Full House: Season 1 // 풀하우스: 시즌1,0,6000000,36,8.5,"['Animation', 'Action', 'Adventure']","web animation,youtube,youtube video,gaming,tari character","In celebration of Season 2 being released soon, the Glitch Productions team put all of Season 1 into a single movie to watch in one go.",0,0,Unknown,No
3116,Go! Go! Cory Carson: Season 6,2021-10-21 00:00:00,6000000,51,6.5,"['Animation', 'Family']",unknown,"From arcade games to sled days and hiccup cares, Cory Carson&apos;s curious little sister Chrissy speeds off on her own for fun and adventure all over town.",2021,10,Thursday,Yes
3119,Hunter X Hunter (2011): Season 6 // HUNTER×HUNTER: シーズン6,0,6000000,125861,9.0,"['Animation', 'Action', 'Adventure']","friendship,shounen,training,based on manga,fight","Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks out his father, who left him when he was younger.",0,0,Unknown,No
3122,Lara Croft Tomb Raider: The Cradle of Life,0,6000000,143488,5.5,"['Action', 'Adventure', 'Fantasy']","archeologist,based on video game,sequel,altered version of studio logo,explosion","Adventurer Lara Croft goes on a quest to save the mythical Pandora&apos;s Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.",0,0,Unknown,No
3123,Larva: Season 2,0,6000000,14,6.7,"['Drama', 'Family']",children,"Two families, the Guptas and the Khuranas, go through various experiences while they strive to raise their children in a disciplined and friendly environment.",0,0,Unknown,Yes
3125,Love Like the Galaxy // 星漢燦爛·月升滄海 // 星汉灿烂·月升沧海,0,6000000,746,6.5,"['Drama', 'Romance']","hairdresser,japanese woman,female hairdresser,aging,going steady",An aspiring photographer falls in love with a skillful hairstylist. The future stretches before them until a twist of fate threatens their romance.,0,0,Unknown,No
3126,Magic and Muscles // マッシュル -MASHLE-,0,6000000,3984,7.5,"['Animation', 'Action', 'Adventure']","based on manga,magical,magic,academy,student","Into a world of magicians is born Mash, a young boy who lacks magic but is the strongest person around. His existence and destiny will change his world.",0,0,Unknown,No
3127,Meltdown: Three Mile Island: Limited Series,2022-05-04 00:00:00,6000000,5188,6.8,"['Documentary', 'History']","nuclear power plant,nuclear accident,three mile island nuclear accident,year 1979,radioactive contamination","Insiders recount the events, controversies and lingering effects of the accident at the Three Mile Island nuclear power plant in Pennsylvania.",2022,5,Wednesday,Yes
3130,Recurrence // Pipa,2022-07-27 00:00:00,6000000,1705,4.4,"['Crime', 'Drama', 'Mystery']","police,dark,drag,escape,sequel","Years after moving to a remote town, ex-cop Pipa is pulled back into the dark world she thought she&apos;d left behind when a corpse appears on her property.",2022,7,Wednesday,Yes
3131,Rise of the Teenage Mutant Ninja Turtles: The Movie,2022-08-05 00:00:00,6000000,6683,6.2,"['Animation', 'Action', 'Adventure']","masked hero,the future,superhero,turtle,force","When a mysterious stranger arrives from the future with a dire warning, Leo is forced to rise and lead his brothers, Raph, Donnie, and Mikey in a fight to save the world from a terrifying alien species.",2022,8,Friday,Yes
3133,Sunny Bunnies: Season 6,0,6000000,1159,7.5,"['Animation', 'Short', 'Comedy']","the future,baby,year 2000,year 1944,rabbit",unknown,0,0,Unknown,Yes
3134,The Book of Eli,0,6000000,334236,6.8,"['Action', 'Adventure', 'Drama']","post apocalypse,cannibal,cannibalism,religion,bible","A drifter fights his way across a ravaged, post-apocalyptic America while protecting a sacred book that holds the secrets to humanity&apos;s salvation.",0,0,Unknown,No
3137,The Larva Island Movie,2020-07-23 00:00:00,6000000,751,5.1,"['Animation', 'Adventure', 'Comedy']","korean animation,larva,island,reporter,based on animated series","In this movie sequel to the hit series, Chuck returns home and talks to a reporter about life on the island with zany larva pals Red and Yellow",2020,7,Thursday,Yes
